method,solution_id,name,team,position,value,forecast,role,is_captain,is_vice_captain
Simple average,Simple average | two_stage | fixed_split | xi_cap=55,Anthony Gordon,Newcastle,MID,6.1,4.653846153846154,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Jarrod Bowen,West Ham,MID,7.7,4.937459334052974,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Pedro Porro,Spurs,DEF,5.8,3.4848279933645916,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=75",Đorđe Petrović,Chelsea,GK,4.5,3.469834128320077,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Jarrod Bowen,West Ham,MID,7.7,4.937459334052974,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Pedro Porro,Spurs,DEF,5.8,3.4848279933645916,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=75",Đorđe Petrović,Chelsea,GK,4.5,3.469834128320077,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Alphonse Areola,West Ham,GK,4.2,3.192776067110868,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Joachim Andersen,Crystal Palace,DEF,4.7,3.2916351864674254,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=80",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Joachim Andersen,Crystal Palace,DEF,4.7,3.2916351864674254,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=80",Đorđe Petrović,Chelsea,GK,4.5,3.469834128320077,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Alphonse Areola,West Ham,GK,4.2,3.192776067110868,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Cameron Archer,Sheffield Utd,FWD,4.3,3.0953126311569723,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Chris Richards,Crystal Palace,DEF,3.9,1.633429710858719,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Conor Bradley,Liverpool,DEF,4.1,2.674172080048693,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | fixed_split | xi_cap=83.5",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Alphonse Areola,West Ham,GK,4.2,3.192776067110868,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Cameron Archer,Sheffield Utd,FWD,4.3,3.0953126311569723,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Chris Richards,Crystal Palace,DEF,3.9,1.633429710858719,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Conor Bradley,Liverpool,DEF,4.1,2.674172080048693,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | two_stage | actual_remainder | xi_cap=83.5",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Cameron Archer,Sheffield Utd,FWD,4.3,3.0953126311569723,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Chris Richards,Crystal Palace,DEF,3.9,1.633429710858719,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Conor Bradley,Liverpool,DEF,4.1,2.674172080048693,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Matt Turner,Nott'm Forest,GK,3.9,1.5683905397333036,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.000",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Alphonse Areola,West Ham,GK,4.2,3.192776067110868,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Cameron Archer,Sheffield Utd,FWD,4.3,3.0953126311569723,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Chris Richards,Crystal Palace,DEF,3.9,1.633429710858719,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Conor Bradley,Liverpool,DEF,4.1,2.674172080048693,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.005",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",André Onana,Man Utd,GK,4.8,3.5442574098096813,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Carlton Morris,Luton,FWD,5.0,4.033445674445706,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Jarrad Branthwaite,Everton,DEF,4.2,2.9916650169831462,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Joachim Andersen,Crystal Palace,DEF,4.7,3.2916351864674254,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",Son Heung-min,Spurs,MID,9.6,5.765943678372852,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Joachim Andersen,Crystal Palace,DEF,4.7,3.2916351864674254,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",Đorđe Petrović,Chelsea,GK,4.5,3.469834128320077,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Joachim Andersen,Crystal Palace,DEF,4.7,3.2916351864674254,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Jordan Pickford,Everton,GK,4.6,3.7330103703165336,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Julián Álvarez,Man City,FWD,6.7,4.869651951362604,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Kieran Trippier,Newcastle,DEF,6.9,3.958176431231566,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Mohamed Salah,Liverpool,MID,13.0,6.507747702315204,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Ollie Watkins,Aston Villa,FWD,8.8,6.517863273271979,XI,False,True
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Phil Foden,Man City,MID,8.1,5.361564154300708,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",William Saliba,Arsenal,DEF,5.7,4.012790688768956,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",Đorđe Petrović,Chelsea,GK,4.5,3.469834128320077,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Bukayo Saka,Arsenal,MID,9.1,6.654459682282244,XI,True,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Cole Palmer,Chelsea,MID,5.8,4.963918652871374,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Dominic Solanke,Bournemouth,FWD,7.0,5.147229441910981,Bench,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.693284525084277,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.338799707469006,XI,False,False
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.100",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.7447772485447355,XI,False,False
